Title,Authors,Published,Year,URL,Summary
Breaking the Diffraction Barrier for Passive Sources: Parameter-Decoupled Superresolution Assisted by Physics-Informed Machine Learning,"Abdelali Sajia, Bilal Benzimoun, Pawan Khatiwada, Guogan Zhao, Xiao-Feng Qian",2025-04-19,2025,http://arxiv.org/abs/2504.14156v1,"We present a parameter-decoupled superresolution framework for estimating sub-wavelength separations of passive two-point sources without requiring prior knowledge or control of the source. Our theoretical foundation circumvents the need to estimate multiple challenging parameters such as partial coherence, brightness imbalance, random relative phase, and photon statistics. A physics-informed machine learning (ML) model (trained with a standard desktop workstation), synergistically integrating this theory, further addresses practical imperfections including background noise, photon loss, and centroid/orientation misalignment. The integrated parameter-decoupling superresolution method achieves resolution 14 and more times below the diffraction limit (corresponding to ~ 13.5 nm in optical microscopy) on experimentally generated realistic images with >82% fidelity, performance rivaling state-of-the-art techniques for actively controllable sources. Critically, our method's robustness against source parameter variability and source-independent noises enables potential applications in realistic scenarios where source control is infeasible, such as astrophysical imaging, live-cell microscopy, and quantum metrology. This work bridges a critical gap between theoretical superresolution limits and practical implementations for passive systems."
A streamlined demonstration that stabilizer circuits simulation reduces to Boolean linear algebra,Vsevolod I. Yashin,2025-04-18,2025,http://arxiv.org/abs/2504.14101v1,"Gottesman-Knill theorem states that computations on stabilizer circuits can be simulated on a classical computer, conventional simulation algorithms extensively use linear algebra over bit strings. For instance, given a non-adaptive stabilizer circuit, the problem of computing the probability of a given outcome (strong simulation) is known to be log-space reducible to solving the system of linear equations over Boolean variables, which is commonly done by Gaussian elimination. This note aims to make the connection between stabilizer circuits and Boolean linear algebra even more explicit. To do this, we extend the stabilizer tableau formalism to include stabilizer tableau descriptions of arbitrary stabilizer operations (Clifford channels). Finding the tableau corresponding to the composition of two channels becomes a linear algebra problem. Any stabilizer circuit rewrites to a diagram with stabilizer tableaux on vertices, contracting an edge means to take the composition of channels, to compute the result of the circuit means to fully contract the diagram. Thus, simulating stabilizer circuits reduces to a sequence of Gaussian eliminations. This approach gives a new perspective on explaining the work of stabilizer tableau methods (reproducing the asymptotics) and creates opportunity for exploring various tensor-contraction techniques in stabilizer simulation."
Lyapunov Dynamics in Entangled Biphoton Spectroscopy,"Sameer Damball, Ajay Ram Srimath Kandada, Eric R. Bittner",2025-04-18,2025,http://arxiv.org/abs/2504.14086v1,"Recent advances in quantum light spectroscopy highlight the potential of using entangled photons as a sensitive probe for many-body dynamics and material correlations. However, a comprehensive theory to explain experimental results remains elusive, primarily due to the complexity of the Hilbert space and the intricate interactions and nonlinearities inherent in material systems. In this work, we introduce a tractable model based on a finite-sized correlation matrix governed by a bilinear bosonic Hamiltonian, enabling efficient simulations through Gaussian-preserving dynamics. We apply this framework to compute the output joint spectral intensity (JSI) and von Neumann entropy of frequency-entangled biphotons, and find close agreement with experimental observations in empty microcavities. Our results reveal the emergence of off-diagonal spectral correlations that can be interpreted as irreversible decay of cavity excitations into the biphoton continua. This approach offers a powerful theoretical tool for interpreting quantum spectroscopic data and paves the way for probing more complex light-matter interactions in materials."
Ptychographic estimation of qudit states encoded in the angular position and orbital angular momentum of single photons,"A. M. da Costa, L. Neves",2025-04-18,2025,http://arxiv.org/abs/2504.14073v1,"Ptychography is a computational imaging technique mainly used in optical and electron microscopy. Its quantum analogue was recently introduced as a simple method for estimating unknown pure quantum states through projections onto partially overlapping subspaces, each one followed by a projective measurement in the Fourier basis. In the end, an iterative algorithm estimates the state from the collected data. Here, we theoretically describe how to implement this method for $D$-dimensional qudit states encoded in the angular position and orbital angular momentum (OAM) of single photons. For this purpose, we define the qudit by discretizing the spatial profile of a photon in cylindrical coordinates, using an array of $D$ angular slits symmetrically distributed in the transverse plane. To apply ptychography to this encoding, we show that the intermediate projections will be carried out by simple binary spatial filters in the angular paths, while the measurement in the Fourier basis will be performed by postselecting $D$ OAM modes compatible with the quantum Fourier transform of the path basis. We illustrate the effectiveness of this scheme through simulations and discuss its experimental feasibility."
Towards Optimal Orders for Entanglement Swapping in Path Graphs: A Greedy Approach,"Van Sy Mai, Abderrahim Amlou, Amar Abane, Abdella Battou",2025-04-18,2025,http://arxiv.org/abs/2504.14040v1,"This paper considers the problem of finding an optimal order for entanglement swapping in a heterogeneous path of quantum repeaters so as to maximize the path throughput defined as the delivery rate of end-to-end entanglements. The primary difficulty in addressing this problem lies in the vast array of possible swapping orders for large paths and the complexity of the expected throughput, which depends on the attributes of each node and edge along the path, as well as the order of swapping. To cope with these issues, we first propose simple approximations in estimating the swapping outcome between two entanglement distributions that can run in constant time, thereby providing an efficient approach for evaluating and comparing different swapping orders, allowing us to solve the problem exactly for small paths. Second, as the number of possible orders grows exponentially with the number of repeaters in the path, we develop an efficient heuristic based on the greedy selection of nodes to sequentially perform swaps according to their swapping scores, defined as the expected number of entanglements resulting from their swaps. The scores are local but dynamic in the sense that they depend not just on the entanglement distributions available on the path but also on prior swapping decisions. Finally, we illustrate the efficiency and effectiveness of our proposed model and approach through extensive experimentation conducted using a general quantum network simulator."
Probing Complex Decoherence Processes in Materials for Quantum Applications,"Albert Liu, Matthew W. Day, Steven T. Cundiff",2025-04-18,2025,http://arxiv.org/abs/2504.14034v1,"The primary consideration in developing new material platforms for quantum applications is to optimize coherence. Despite its importance, decoherence processes remains challenging to experimentally interrogate and quantify. In this Perspective, we first introduce the concept of decoherence in quantum systems and conventional techniques to assess decoherence at optical frequencies. We then introduce multidimensional coherent spectroscopy as a unique probe capable of revealing the full complexity of decoherence dynamics in realistic circumstances. To contextualize the techniques discussed here, demonstrative examples in two prototypical quantum systems, namely colloidal nanocrystals and vacancy centers in diamond, are provided."
Comparative Benchmarking of Utility-Scale Quantum Emulators,"Anna Leonteva, Guido Masella, Maxime Outteryck, Asier Piñeiro Orioli, Shannon Whitlock",2025-04-18,2025,http://arxiv.org/abs/2504.14027v1,"Evaluating quantum algorithms at utility-scale - involving more than 100 qubits - is a key step toward advancing real-world applications of quantum computing. In this study, we benchmark seven state-of-the-art quantum emulators employing techniques such as tensor networks, matrix product states (MPS), decision diagrams, and factorized ket based methods, running on CPU based hardware and focusing on effectively exact simulations. Performance is assessed on 13 benchmark circuits from the MQTBench library, spanning circuit sizes from 4 to 1,024 qubits. Our results reveal that MPS-based emulators outperform other approaches overall, successfully solving 8 benchmarks up to the maximum size of 1,024 qubits and 12 benchmarks up to at least 100 qubits in less than 5 minutes. We find evidence that all circuits except a random one can be simulated in polynomial time. This work demonstrates that quantum emulators can faithfully simulate a broad range of large and complex universal quantum circuits with high fidelity, far beyond the limits of statevector simulators and today's quantum hardware."
Short remarks on shallow unitary circuits,Jeongwan Haah,2025-04-18,2025,http://arxiv.org/abs/2504.14005v1,(i) We point out that every shallow unitary circuit of depth smaller than the linear system size is easily distinguished from a Haar random unitary if there is a conserved quantity that is a sum of local operators. This is always the case with a continuous onsite symmetry or with a local energy conservation law. (ii) We explain a simple algorithm for a formulation of the shallow unitary circuit learning problem and relate it to an open question on strictly locality-preserving unitaries (quantum cellular automata). (iii) We show that any quantum cellular automaton in $D$-dimensional lattice of volume~$V$ can be implemented using only $O(V)$ local gates in a staircase fashion.
Predicting fermionic densities using a Projected Quantum Kernel method,"Francesco Perciavalle, Francesco Plastina, Michele Pisarra, Nicola Lo Gullo",2025-04-18,2025,http://arxiv.org/abs/2504.14002v1,"We use a support vector regressor based on a projected quantum kernel method to predict the density structure of 1D fermionic systems of interest in quantum chemistry and quantum matter. The kernel is built on with the observables of a quantum reservoir implementable with interacting Rydberg atoms. Training and test data of the fermionic system are generated using a Density Functional Theory approach. We test the performance of the method for several Hamiltonian parameters, finding a general common behavior of the error as a function of measurement time. At sufficiently large measurement times, we find that the method outperforms the classical linear kernel method and can be competitive with the radial basis function method."
Nonlocal Coherent Optical Nonlinearities of a Macroscopic Quantum System,"Albert Liu, Eric W. Martin, Jiaqi Hu, Zhaorong Wang, Hui Deng, Steven T. Cundiff",2025-04-18,2025,http://arxiv.org/abs/2504.13830v1,"The optical responses of solids are typically understood to be local in space. Whether locality holds for the optical response of a macroscopic quantum system has, however, been largely unexplored. Here, we use multidimensional coherent spectroscopy at the optical diffraction limit to demonstrate nonlocal optical nonlinearities in a semiconductor microcavity. These nonlocal optical responses are both coherent and quantum in nature, deriving from the macroscopic length scale of confined exciton-polariton wavefunctions."
Quantum Contextuality for Contextual Word Embeddings,Karl Svozil,2025-04-18,2025,http://arxiv.org/abs/2504.13824v1,"Conventional word-to-vector embeddings face challenges in representing polysemy, where word meaning is context-dependent. While dynamic embeddings address this, we propose an alternative framework utilizing quantum contextuality. In this approach, words are encoded as single, static vectors within a Hilbert space. Language contexts are formalized as maximal observables, mathematically equivalent to orthonormal bases. A word vector acquires its specific semantic meaning based on the basis (context) it occupies, leveraging the quantum concept of intertwining contexts where a single vector can belong to multiple, mutually complementary bases. This method allows meaning to be constructed through orthogonality relationships inherent in the contextual structure, potentially offering a novel way to statically encode contextual semantics."
Metrology of open quantum systems from emitted radiation,"Siddhant Midha, Sarang Gopalakrishnan",2025-04-18,2025,http://arxiv.org/abs/2504.13815v1,"We explore the task of learning about the dynamics of a Markovian open quantum system by monitoring the information it radiates into its environment. For an open system with Hilbert space dimension $D$, the quantum state of the emitted radiation can be described as a temporally ordered matrix-product state (MPS). We provide simple analytical expressions for the quantum Fisher information (QFI) of the radiation state, which asymptotically scales linearly with the sensing time unless the open system has multiple steady states. We characterize the crossovers in QFI near dynamical phase transitions, emphasizing the role of temporal correlations in setting the asymptotic rate at which QFI increases. We discuss when optimal sensing is possible with instantaneously measured radiation."
Lattice Quantum Geometry Controlling 118 K Multigap Superconductivity in Heavily Overdoped CuBa2Ca3Cu4O10+d,"Gaetano Campi, Massimiliano Catricala, Giuseppe Chita, Luisa Barba, Luchuan Shi, Jianfa Zhao, Changing Jin, Antonio Bianconi",2025-04-18,2025,http://arxiv.org/abs/2504.13796v1,"Synchrotron X-ray diffraction has been used to study the thermal structure evolution in CuBa2Ca3Cu4O10+d (Cu1234), a superconductor which exhibits a high critical temperature (Tc 118 K), high critical current density and large upper critical magnetic field. The lattice geometry at nanoscale of this cuprate belongs to the class of natural heterostructures at atomic limit like the artificial high Tc superlattices made of interface space charge in Mott insulator units intercalated by metal units. Temperature-dependent lattice parameters reveal a distinct structural transition at TC characterized by a drop of the c-axis and in plane Cu-O negative thermal expansion below TC. These results provide clear evidence of lattice reorganization associated with the chemical potential changes due to the opening of multiple superconducting gaps. Additionally, evidence for oxygen defects rearrangement is observed at temperatures above 200 K. We construct a phase diagram correlating temperature, the c/a axis ratio, and in plane Cu-O strain, identifying regions associated with gaps opening and oxygen rearrangement. These findings provide new insights into how lattice geometry control superconductivity to inform the material design of advanced nanoscale superconducting artificial quantum heterostructures."
Robust Decentralized Quantum Kernel Learning for Noisy and Adversarial Environment,"Wenxuan Ma, Kuan-Cheng Chen, Shang Yu, Mengxiang Liu, Ruilong Deng",2025-04-18,2025,http://arxiv.org/abs/2504.13782v1,"This paper proposes a general decentralized framework for quantum kernel learning (QKL). It has robustness against quantum noise and can also be designed to defend adversarial information attacks forming a robust approach named RDQKL. We analyze the impact of noise on QKL and study the robustness of decentralized QKL to the noise. By integrating robust decentralized optimization techniques, our method is able to mitigate the impact of malicious data injections across multiple nodes. Experimental results demonstrate that our approach maintains high accuracy under noisy quantum operations and effectively counter adversarial modifications, offering a promising pathway towards the future practical, scalable and secure quantum machine learning (QML)."
Quantum theory of the Josephson junction between finite islands,"Thomas J. Maldonado, Alejandro W. Rodriguez, Hakan E. Türeci",2025-04-18,2025,http://arxiv.org/abs/2504.13779v1,Superconducting circuits comprising Josephson junctions have spurred significant research activity due to their promise to realize scalable quantum computers. Effective Hamiltonians for these systems have traditionally been derived assuming the junction connects superconducting islands of infinite size. We derive a quantized Hamiltonian for a Josephson junction between finite-sized islands and predict measurable corrections to the qubit frequency and charge susceptibility to test the theory.
Picosecond synchronization of mode-locked lasers for metropolitan-scale quantum networks,"Cory Nunn, Nijil Lal, Ivan Burenkov, Ya-Shian Li-Baboud, Paulina S. Kuo, Thomas Gerrits, Sergey V. Polyakov",2025-04-18,2025,http://arxiv.org/abs/2504.13773v1,"We demonstrate picosecond-level synchronization of two actively mode-locked Ti:Sapphire lasers via the White Rabbit Precision Time Protocol (WR-PTP), tested over 120 km of deployed optical fiber. This synchronization capability, in combination with the highly single-mode, transform-limited pulses produced by each laser, enables their use as pump lasers for indistinguishable photon sources at remote locations in a quantum network. Here, the WR-PTP serves as a scalable network synchronization protocol, and its performance is compared to traditional methods of local synchronization. We demonstrate pulse-to-pulse synchronization better than 3 ps and time deviation (TDEV) values below 4 ps for all averaging times up to 10 s. With a designed coherence time of 35 ps for single photon sources utilizing these lasers, the achievable temporal overlap corresponds to 98 % Hong-Ou-Mandel (HOM) interference visibility between independent sources."
Realizing string breaking dynamics in a $Z_2$ lattice gauge theory on quantum hardware,"Constantia Alexandrou, Andreas Athenodorou, Kostas Blekos, Georgios Polykratis, Stefan Kühn",2025-04-18,2025,http://arxiv.org/abs/2504.13760v1,"We investigate static and dynamical aspects of string breaking in a $Z_2$ lattice gauge theory coupled to Kogut-Susskind staggered fermions. Using Tensor Network simulations, we demonstrate that the static potential as well as the site-resolved configuration of the matter sites and gauge links allows us to identify the regimes in which string breaking occurs. Furthermore, we develop a variational quantum eigensolver that allows for reliably preparing the ground state of the theory in both the absence and presence of static charges and to capture the static aspects of the phenomenon. Carrying out state preparation on real quantum hardware for up to 19 qubits, we demonstrate its suitability for current quantum devices. In addition, we study the real-time dynamics of a flux tube between two static charges using both Tensor Networks and quantum hardware. Using a trotterization for the time-evolution operator, we are able to show that the breaking process starts with the creation of charges inside the string. These eventually redistribute towards the static charges and screen them, which leads to the breaking of the flux tube."
Optical engineering and detection of magnetism in moiré semiconductors,"Tsung-Sheng Huang, Andrey Grankin, Yu-Xin Wang, Mohammad Hafezi",2025-04-18,2025,http://arxiv.org/abs/2504.13758v1,"We present a general framework for optically inducing, controlling, and probing spin states in moir\'e systems. In particular, we demonstrate that applying Raman optical drives to moir\'e transition metal dichalcogenide bilayers can realize a class of spin models, with magnetic interactions tunable via the optical parameters. The resulting interaction anisotropy, controlled by the polarizations of the drives, enables access to magnetic states that are inaccessible in undriven moir\'e bilayers. Furthermore, we establish direct connections between the resulting spin correlations and experimentally observable optical signals. Our work paves the way for future studies on the optical control and detection on strongly correlated quantum systems."
Observation of gyroscopic coupling in a non-spinning levitated ferromagnet,"F. Ahrens, A. Vinante",2025-04-18,2025,http://arxiv.org/abs/2504.13744v1,"A non-spinning permanent ferromagnet is predicted to behave as a gyroscope at sufficiently low frequencies, which can be seen as a manifestation of the Einstein-de Haas effect. This yet unexplored regime has been recently proposed for ultrasensitive precession-based magnetometry and for atomic-like quantum stabilization of a levitated nanomagnet in a static field. Here, we observe signatures of gyroscopic effects in the rotational dynamics of a non-spinning permanent ferromagnet levitated in a superconducting trap. Specifically, we detect spin-rotation coupling between different librational modes, in good agreement with theoretical predictions. From our measurements, we can infer both the intrinsic angular momentum of the levitated magnet and its gyromagnetic $g$-factor."
Quantum Fisher Information and the Curvature of Entanglement,"Zain H. Saleem, Anil Shaji, Anjala M Babu, Da-Wei Luo, Quinn Langfitt, Ting Yu, Stephen K. Gray",2025-04-18,2025,http://arxiv.org/abs/2504.13729v1,"We explore the relationship between quantum Fisher information (QFI) and the second derivative of concurrence with respect to the coupling between two qubits, referred to as the curvature of entanglement (CoE). For a two-qubit quantum probe used to estimate the coupling constant appearing in a simple interaction Hamiltonian, we show that at certain times CoE = -QFI; these times can be associated with the concurrence, viewed as a function of the coupling parameter, being a maximum. We examine the time evolution of the concurrence of the eigenstates of the symmetric logarithmic derivative and show that, for both initially separable and initially entangled states, simple product measurements suffice to saturate the quantum Cram\'er-Rao bound when CoE = -QFI, while otherwise, in general, entangled measurements are required giving an operational significance to the points in time when CoE = -QFI."
The relativity of color perception,"Michel Berthier, Valerie Garcin, Nicoletta Prencipe, Edoardo Provenzi",2025-04-18,2025,http://arxiv.org/abs/2504.13720v1,"Physical colors, i.e. reflected or emitted lights entering the eyes from a visual environment, are converted into perceived colors sensed by humans by neurophysiological mechanisms. These processes involve both three types of photoreceptors, the LMS cones, and spectrally opponent and non-opponent interactions resulting from the activity rates of ganglion and lateral geniculate nucleus cells. Thus, color perception is a phenomenon inherently linked to an experimental environment (the visual scene) and an observing apparatus (the human visual system). This is clearly reminiscent of the conceptual foundation of both relativity and quantum mechanics, where the link is between a physical system and the measuring instruments. The relationship between color perception and relativity was explicitly examined for the first time by the physicist H. Yilmaz in 1962 from an experimental point of view. The main purpose of this contribution is to present a rigorous mathematical model that, by taking into account both trichromacy and color opponency, permits to explain on a purely theoretical basis the relativistic color perception phenomena argued by Yilmaz. Instead of relying directly on relativistic considerations, we base our theory on a quantum interpretation of color perception together with just one assumption, called trichromacy axiom, that summarizes well-established properties of trichromatic color vision within the framework of Jordan algebras. We show how this approach allows us to reconcile trichromacy with Hering's opponency and also to derive the relativistic properties of perceived colors without any additional mathematical or experimental assumption."
Landscape of Quantum Information Science and Engineering Education: From Physics Foundations to Interdisciplinary Frontiers,"A. R. Piña, Shams El-Adawy, Mike Verostek, Brett T. Boyle, Mateo Cacheiro, Matt Lawler, Namitha Pradeep, Ella Watts, Colin G. West, H. J. Lewandowski, Benjamin M. Zwickl",2025-04-18,2025,http://arxiv.org/abs/2504.13719v1,"Quantum Information Science and Engineering (QISE) is rapidly gaining interest from those within many disciplines and higher education needs to adapt to the changing landscape. Although QISE education still has a strong presence and roots in physics, the field is becoming increasingly interdisciplinary. There is a need to understand the presence of QISE instruction and quantum-related instruction across all disciplines in order to figure out where QISE education is already happening and where it could be expanded. Although there is recent work that characterizes introductory QISE courses, there is no holistic picture of the landscape of QISE and quantum-related education in the United States. We analyzed course catalogs from 1,456 U.S. institutions. We found 61 institutions offering QISE degree programs, mostly at PhD-granting schools, with physics, electrical and computer engineering (ECE), and computer science(CS) as their primary contributors . Across all institutions, we identified over 8,000 courses mentioning 'quantum,' but about one-third of institutions in our study had none. We also found over 500 dedicated QISE courses, concentrated in PhD-granting institutions, primarily in physics, ECE, and CS. Physics leads in offering both general quantum-related ($\sim$4,700) and QISE-specific ($\sim$200) courses. Across multiple disciplines, we see that QISE topics are being introduced in courses not fully dedicated to QISE, which may be a productive strategy for increasing access to QISE education. Our dataset and analysis provide the most comprehensive overview to date of quantum education across US higher education. To ensure broad access, all data are publicly available and downloadable at quantumlandscape.streamlit.app. We hope these findings will support and guide future efforts in curriculum design, workforce development, and education policy across the quantum ecosystem."
Fast microwave-driven two-qubit gates between fluxonium qubits with a transmon coupler,"Siddharth Singh, Eugene Y. Huang, Jinlun Hu, Figen Yilmaz, Martijn F. S. Zwanenburg, Piranavan Kumaravadivel, Siyu Wang, Taryn V. Stefanski, Christian Kraglund Andersen",2025-04-18,2025,http://arxiv.org/abs/2504.13718v1,"Two qubit gates constitute fundamental building blocks in the realization of large-scale quantum devices. Using superconducting circuits, two-qubit gates have previously been implemented in different ways with each method aiming to maximize gate fidelity. Another important goal of a new gate scheme is to minimize the complexity of gate calibration. In this work, we demonstrate a high-fidelity two-qubit gate between two fluxonium qubits enabled by an intermediate capacitively coupled transmon. The coupling strengths between the qubits and the coupler are designed to minimize residual crosstalk while still allowing for fast gate operations. The gate is based on frequency selectively exciting the coupler using a microwave drive to complete a 2$\pi$ rotation, conditional on the state of the fluxonium qubits. When successful, this drive scheme implements a conditional phase gate. Using analytically derived pulse shapes, we minimize unwanted excitations of the coupler and obtain gate errors of $10^{-2}$ for gate times below 60~ns. At longer durations, our gate is limited by relaxation of the coupler. Our results show how carefully designed control pulses can speed up frequency selective entangling gates."
Categories of abstract and noncommutative measurable spaces,"Tobias Fritz, Antonio Lorenzin",2025-04-18,2025,http://arxiv.org/abs/2504.13708v1,"Gelfand duality is a fundamental result that justifies thinking of general unital $C^*$-algebras as noncommutative versions of compact Hausdorff spaces. Inspired by this perspective, we investigate what noncommutative measurable spaces should be. This leads us to consider categories of monotone $\sigma$-complete $C^*$-algebras as well as categories of Boolean $\sigma$-algebras, which can be thought of as abstract measurable spaces. Motivated by the search for a good notion of noncommutative measurable space, we provide a unified overview of these categories, alongside those of measurable spaces, and formalize their relationships through functors, adjunctions and equivalences. This includes an equivalence between Boolean $\sigma$-algebras and commutative monotone $\sigma$-complete $C^*$-algebras, as well as a Gelfand-type duality adjunction between the latter category and the category of measurable spaces. This duality restricts to two equivalences: one involving standard Borel spaces, which are widely used in probability theory, and another involving the more general Baire measurable spaces. Moreover, this result admits a probabilistic version, where the morphisms are $\sigma$-normal cpu maps and Markov kernels, respectively. We hope that these developments can also contribute to the ongoing search for a well-behaved Markov category for measure-theoretic probability beyond the standard Borel setting - an open problem in the current state of the art."
Radio-Frequency Pseudo-Null Induced by Light in an Ion Trap,"Daun Chung, Yonghwan Cha, Hosung Shon, Jeonghyun Park, Woojun Lee, Kyungmin Lee, Beomgeun Cho, Kwangyeul Choi, Chiyoon Kim, Seungwoo Yoo, Suhan Kim, Uihwan Jeong, Jiyong Kang, Jaehun You, Taehyun Kim",2025-04-18,2025,http://arxiv.org/abs/2504.13699v1,"In a linear radio-frequency (rf) ion trap, the rf null is the point of zero electric field in the dynamic trapping potential where the ion motion is approximately harmonic. When displaced from the rf null, the ion is superimposed by fast oscillations known as micromotion, which can be probed through motion-sensitive light-atom interactions. In this work, we report on the emergence of the rf pseudo-null, a locus of points where the ion responds to light as if it were at the true rf null, despite being displaced from it. The phenomenon is fully explained by accounting for the general two-dimensional structure of micromotion and is experimentally verified under various potential configurations, with observations in great agreement with numerical simulations. The rf pseudo-null manifests as a line in a two-dimensional parameter space, determined by the geometry of the incident light and its overlap with the motional structure of the ion. The true rf null occurs uniquely at the concurrent point of the pseudo-null lines induced by different light sources."
Absence of Entanglement Growth in Dicke Superradiance,Nico S. Bassler,2025-04-18,2025,http://arxiv.org/abs/2504.13646v1,"Dicke superradiance describes an ensemble of $N$ permutationally invariant two-level systems collectively emitting radiation with a peak radiated intensity scaling as $N^2$. Although individual Dicke states are typically entangled, the density matrix during superradiant decay is a mixture of such states, raising the subtle question of whether the total state is entangled or separable. We resolve this by showing analytically that for all $N$, starting from the fully excited state, the collective decay preserves separability for all times. This answers a longstanding question on the role of entanglement in Dicke superradiance and underscores that, despite collective dissipation, separable states remain separable under these dynamics."
Realizing exceptional points by Floquet dissipative couplings in thermal atoms,"Zimo Zhang, Fengbo Zhang, Zhongxiao Xu, Ying Hu, Han Bao, Heng Shen",2025-04-18,2025,http://arxiv.org/abs/2504.13616v1,"Exceptional degeneracies and generically complex spectra of non-Hermitian systems are at the heart of numerous phenomena absent in the Hermitian realm. Recently, it was suggested that Floquet dissipative coupling in the space-time domain may provide a novel mechanism to drive intriguing spectral topology with no static analogues, though its experimental investigation in quantum systems remains elusive. We demonstrate such Floquet dissipative coupling in an ensemble of thermal atoms interacting with two spatially separated optical beams, and observe an anomalous anti-parity-time symmetry phase transition at an exception point far from the phase-transition threshold of the static counterpart. Our protocol sets the stage for Floquet engineering of non-Hermitian topological spectra, and for engineering new quantum phases that cannot exist in static systems."
Speedup Chip Yield Analysis by Improved Quantum Bayesian Inference,"Zi-Ming Li, Zeji Li, Tie-Fu Li, Yu-xi Liu",2025-04-18,2025,http://arxiv.org/abs/2504.13613v1,"The semiconductor chip manufacturing process is complex and lengthy, and potential errors arise at every stage. Each wafer contains numerous chips, and wafer bin maps can be generated after chip testing. By analyzing the defect patterns on these wafer bin maps, the steps in the manufacturing process where errors occurred can be inferred. In this letter, we propose an improved quantum Bayesian inference to accelerate the identification of error patterns on wafer bin maps, thereby assisting in chip yield analysis. We outline the algorithm for error identification and detail the implementation of improved quantum Bayesian inference. Our results demonstrate the speed advantage of quantum computation over classical algorithms with a real-world problem, highlighting the practical significance of quantum computation."
Adaptive Lattice Gas Algorithm: Classical and Quantum implementations,"Niccolò Fonio, Ljubomir Budinski, Valtteri Lahtinen, Pierre Sagaut",2025-04-18,2025,http://arxiv.org/abs/2504.13549v1,"Lattice gas algorithms (LGA) are a class of algorithms including, in chronological order, binary lattice gas cellular automata (LGCA), integer lattice gas algorithms (ILGA) and lattice Boltzmann method (LBM). They are largely used for simulating non-linear systems. Starting from 1-dimensional ILGA, we design an algorithm where we carry out a fraction of the possible collisions. These fractions are then adapted to reproduce LBM equilibrium distributions, resulting in an adaptive lattice gas algorithm (ALGA) that achieves the same simulation results of LBM. Considering this, we develop a quantum algorithm that involves a linear collision operator and capable of simulating the same phenomena, while still using a measurement and reinitialization procedure."
Quantum Walks-Based Adaptive Distribution Generation with Efficient CUDA-Q Acceleration,"Yen-Jui Chang, Wei-Ting Wang, Chen-Yu Liu, Yun-Yuan Wang, Ching-Ray Chang",2025-04-18,2025,http://arxiv.org/abs/2504.13532v1,"We present a novel Adaptive Distribution Generator that leverages a quantum walks-based approach to generate high precision and efficiency of target probability distributions. Our method integrates variational quantum circuits with discrete-time quantum walks, specifically, split-step quantum walks and their entangled extensions, to dynamically tune coin parameters and drive the evolution of quantum states towards desired distributions. This enables accurate one-dimensional probability modeling for applications such as financial simulation and structured two-dimensional pattern generation exemplified by digit representations(0~9). Implemented within the CUDA-Q framework, our approach exploits GPU acceleration to significantly reduce computational overhead and improve scalability relative to conventional methods. Extensive benchmarks demonstrate that our Quantum Walks-Based Adaptive Distribution Generator achieves high simulation fidelity and bridges the gap between theoretical quantum algorithms and practical high-performance computation."
Logical channel for heralded and pure loss with the Gottesman-Kitaev-Preskill code,"Tom B. Harris, Takaya Matsuura, Ben Q. Baragiola, Nicolas C. Menicucci",2025-04-18,2025,http://arxiv.org/abs/2504.13497v1,"Photon loss is the dominant source of noise in optical quantum systems. The Gottesman-Kitaev-Preskill (GKP) bosonic code provides significant protection; however, even low levels of loss can generate uncorrectable errors that another concatenated code must handle. In this work, we characterize these errors by deriving analytic expressions for the logical channel that arises from pure loss acting on approximate GKP qubits. Unlike random displacement noise, we find that the loss-induced logical channel is not a stochastic Pauli channel. We also provide analytic expressions for the logical channel for ""heralded loss,"" when some loss mode is measured either by photon number counting -- i.e., photon subtraction -- or heterodyne detection. These offer a pathway to intentionally inducing non-Pauli channels for, e.g., magic-state production."
Simulating Nonlinearity in Quantum Neural Networks While Mitigating Barren Plateaus,Ding-Dang Yang,2025-04-18,2025,http://arxiv.org/abs/2504.13980v1,"Quantum neural networks (QNNs) encounter significant challenges in realizing nonlinear behavior and effectively optimizing parameters. This study addresses these issues by modeling nonlinearity through a Taylor series expansion, where the method uses tensor products to generate the series basis, and parameterized unitary matrices define the corresponding coefficients. This design substantially reduces quantum circuit depth compared to conventional methods that rely on parameterized quantum gates, thereby mitigating the barren plateau problem. A QNN was implemented and tested on the MNIST and Fashion MNIST datasets to evaluate the proposed method, achieving test accuracies of 98.7% and 88.3%, respectively. With noise added, the accuracy decreased slightly to 98.6% and 87.2%."
